            100            100            100            100    6.80709e+15    6.81044e+15    2.29054e+17    6.80709e+15        1.00069
        316.228            100            100            100    6.80709e+15    6.81044e+15    2.29054e+17    6.80709e+15        1.00069
           1000            100            100            100    6.80709e+15    6.81044e+15    2.29054e+17    6.80709e+15        1.00069
        3162.28            100        99.9999            100     6.8071e+15    6.81044e+15    2.29054e+17    6.80709e+15        1.00069
          10000            100        99.9993            100    6.80725e+15    6.81044e+15    2.29054e+17    6.80709e+15        1.00069
        31622.8            100        99.9926            100    6.80876e+15    6.81044e+15    2.29054e+17    6.80709e+15        1.00069
         100000            100        99.9262            100    6.82377e+15    6.81044e+15    2.29054e+17    6.80709e+15        1.00069
         316228            100        99.2565            100    6.97253e+15    6.81044e+15    2.29054e+17    6.80709e+15        1.00069
          1e+06            100        91.9152            100    8.29552e+15    6.81044e+15    2.29054e+17    6.80709e+15        1.00065
    3.16228e+06            100        23.1113            100    1.56673e+16    6.81044e+15    2.29054e+17    6.80709e+15        1.00026
          1e+07            100              0            100    4.30092e+16    6.81044e+15    2.29054e+17    6.80709e+15       0.997373
    3.16228e+07            100              0            100    1.32266e+17    6.81044e+15    2.29054e+17    6.80709e+15       0.982144
          1e+08            100              0            100    4.16163e+17    6.81044e+15    2.29054e+17    6.80709e+15       0.913879
    3.16228e+08            100              0            100    1.31486e+18    6.81044e+15    2.29054e+17    6.80709e+15       0.631953
          1e+09            100              0            100    1.50049e+20    6.81044e+15    2.29054e+17    6.80709e+15     0.00467922
    3.16228e+09            100              0        99.9957    2.48477e+23    6.81044e+15    2.29054e+17    6.80709e+15    2.97531e-05
          1e+10            100              0        114.029    4.10986e+25    6.81044e+15    2.29054e+17    6.80709e+15    2.19892e-06
    3.16228e+10            100              0        604.046    4.38029e+27    6.81044e+15    2.29054e+17    6.80709e+15    1.11076e-06
          1e+11            100              0         108881    4.41009e+29    6.81044e+15    2.29054e+17    6.80709e+15    1.99257e-05
    3.16228e+11            100              0     1.0777e+08    4.41311e+31    6.81044e+15    2.29054e+17    6.80709e+15      0.0019713
          1e+12            100              0   -5.24528e+09    4.41342e+33    6.81044e+15    2.29054e+17    6.80709e+15    -0.00959404
            100        223.872        223.872        223.872    2.60701e+16    2.60921e+16    6.70819e+17    2.60701e+16        1.00118
        316.228        223.872        223.872        223.872    2.60701e+16    2.60921e+16    6.70819e+17    2.60701e+16        1.00118
           1000        223.872        223.872        223.872    2.60701e+16    2.60921e+16    6.70819e+17    2.60701e+16        1.00118
        3162.28        223.872        223.872        223.872    2.60701e+16    2.60921e+16    6.70819e+17    2.60701e+16        1.00118
          10000        223.872        223.872        223.872    2.60703e+16    2.60921e+16    6.70819e+17    2.60701e+16        1.00118
        31622.8        223.872        223.866        223.872    2.60723e+16    2.60921e+16    6.70819e+17    2.60701e+16        1.00118
         100000        223.872        223.816        223.872    2.60919e+16    2.60921e+16    6.70819e+17    2.60701e+16        1.00118
         316228        223.872        223.306        223.872    2.62878e+16    2.60921e+16    6.70819e+17    2.60701e+16        1.00118
          1e+06        223.872        218.042        223.872    2.81784e+16    2.60921e+16    6.70819e+17    2.60701e+16        1.00116
    3.16228e+06        223.872        157.952        223.872    4.17684e+16    2.60921e+16    6.70819e+17    2.60701e+16        1.00094
          1e+07        223.872              0        223.872    1.00236e+17    2.60921e+16    6.70819e+17    2.60701e+16       0.998876
    3.16228e+07        223.872              0        223.872    2.98328e+17    2.60921e+16    6.70819e+17    2.60701e+16       0.986522
          1e+08        223.872              0        223.872    9.32884e+17    2.60921e+16    6.70819e+17    2.60701e+16       0.927514
    3.16228e+08        223.872              0        223.872    2.94423e+18    2.60921e+16    6.70819e+17    2.60701e+16       0.674952
          1e+09        223.872              0        223.872     1.5028e+20    2.60921e+16    6.70819e+17    2.60701e+16      0.0104701
    3.16228e+09        223.872              0         223.87    2.48477e+23    2.60921e+16    6.70819e+17    2.60701e+16    6.66111e-05
          1e+10        223.872              0        227.832    4.10986e+25    2.60921e+16    6.70819e+17    2.60701e+16     4.3935e-06
    3.16228e+10        223.872              0        121.495    4.38029e+27    2.60921e+16    6.70819e+17    2.60701e+16    2.23413e-07
          1e+11        223.872              0        47330.3    4.41009e+29    2.60921e+16    6.70819e+17    2.60701e+16    8.66167e-06
    3.16228e+11        223.872              0    4.80994e+07    4.41311e+31    2.60921e+16    6.70819e+17    2.60701e+16    0.000879819
          1e+12        223.872              0   -1.46312e+10    4.41342e+33    2.60921e+16    6.70819e+17    2.60701e+16     -0.0267617
            100        501.187        501.187        501.187    9.98196e+16    9.99636e+16    1.96459e+18    9.98196e+16        1.00202
        316.228        501.187        501.187        501.187    9.98196e+16    9.99636e+16    1.96459e+18    9.98196e+16        1.00202
           1000        501.187        501.187        501.187    9.98196e+16    9.99636e+16    1.96459e+18    9.98196e+16        1.00202
        3162.28        501.187        501.187        501.187    9.98196e+16    9.99636e+16    1.96459e+18    9.98196e+16        1.00202
          10000        501.187        501.187        501.187    9.98198e+16    9.99636e+16    1.96459e+18    9.98196e+16        1.00202
        31622.8        501.187        501.183        501.187    9.98224e+16    9.99636e+16    1.96459e+18    9.98196e+16        1.00202
         100000        501.187        501.144        501.187    9.98481e+16    9.99636e+16    1.96459e+18    9.98196e+16        1.00202
         316228        501.187        500.754        501.187    1.00105e+17    9.99636e+16    1.96459e+18    9.98196e+16        1.00202
          1e+06        501.187        496.814        501.187    1.02646e+17    9.99636e+16    1.96459e+18    9.98196e+16        1.00201
    3.16228e+06        501.187        453.194        501.187    1.24812e+17    9.99636e+16    1.96459e+18    9.98196e+16        1.00189
          1e+07        501.187         71.638        501.187    2.43911e+17    9.99636e+16    1.96459e+18    9.98196e+16        1.00055
    3.16228e+07        501.187              0        501.187    6.78971e+17    9.99636e+16    1.96459e+18    9.98196e+16       0.990999
          1e+08        501.187              0        501.187    2.09454e+18    9.99636e+16    1.96459e+18    9.98196e+16       0.941203
    3.16228e+08        501.187              0        501.187     6.5944e+18    9.99636e+16    1.96459e+18    9.98196e+16        0.71798
          1e+09        501.187              0        501.187    1.51433e+20    9.99636e+16    1.96459e+18    9.98196e+16      0.0233801
    3.16228e+09        501.187              0        501.187    2.48477e+23    9.99636e+16    1.96459e+18    9.98196e+16    0.000149125
          1e+10        501.187              0        501.723    4.10986e+25    9.99636e+16    1.96459e+18    9.98196e+16    9.67519e-06
    3.16228e+10        501.187              0        621.993    4.38029e+27    9.99636e+16    1.96459e+18    9.98196e+16    1.14376e-06
          1e+11        501.187              0        19836.7    4.41009e+29    9.99636e+16    1.96459e+18    9.98196e+16    3.63022e-06
    3.16228e+11        501.187              0    2.14447e+07    4.41311e+31    9.99636e+16    1.96459e+18    9.98196e+16    0.000392259
          1e+12        501.187              0   -2.19235e+10    4.41342e+33    9.99636e+16    1.96459e+18    9.98196e+16     -0.0400999
            100        1122.02        1122.02        1122.02    3.82036e+17    3.82979e+17    5.75358e+18    3.82036e+17        1.00346
        316.228        1122.02        1122.02        1122.02    3.82036e+17    3.82979e+17    5.75358e+18    3.82036e+17        1.00346
           1000        1122.02        1122.02        1122.02    3.82036e+17    3.82979e+17    5.75358e+18    3.82036e+17        1.00346
        3162.28        1122.02        1122.02        1122.02    3.82036e+17    3.82979e+17    5.75358e+18    3.82036e+17        1.00346
          10000        1122.02        1122.02        1122.02    3.82037e+17    3.82979e+17    5.75358e+18    3.82036e+17        1.00346
        31622.8        1122.02        1122.02        1122.02     3.8204e+17    3.82979e+17    5.75358e+18    3.82036e+17        1.00346
         100000        1122.02        1121.99        1122.02    3.82074e+17    3.82979e+17    5.75358e+18    3.82036e+17        1.00346
         316228        1122.02        1121.69        1122.02     3.8241e+17    3.82979e+17    5.75358e+18    3.82036e+17        1.00345
          1e+06        1122.02        1118.68        1122.02    3.85761e+17    3.82979e+17    5.75358e+18    3.82036e+17        1.00345
    3.16228e+06        1122.02        1087.45        1122.02    4.17871e+17    3.82979e+17    5.75358e+18    3.82036e+17        1.00338
          1e+07        1122.02         734.76        1122.02    6.40786e+17    3.82979e+17    5.75358e+18    3.82036e+17        1.00261
    3.16228e+07        1122.02              0        1122.02    1.57529e+18    3.82979e+17    5.75358e+18    3.82036e+17       0.995698
          1e+08        1122.02              0        1122.02    4.71946e+18    3.82979e+17    5.75358e+18    3.82036e+17       0.955013
    3.16228e+08        1122.02              0        1122.02    1.47785e+19    3.82979e+17    5.75358e+18    3.82036e+17       0.761069
          1e+09        1122.02              0        1122.02    1.57086e+20    3.82979e+17    5.75358e+18    3.82036e+17      0.0516989
    3.16228e+09        1122.02              0        1122.19    2.48477e+23    3.82979e+17    5.75358e+18    3.82036e+17    0.000333902
          1e+10        1122.02              0        1123.66    4.10986e+25    3.82979e+17    5.75358e+18    3.82036e+17    2.16685e-05
    3.16228e+10        1122.02              0        1223.46    4.38029e+27    3.82979e+17    5.75358e+18    3.82036e+17    2.24977e-06
          1e+11        1122.02              0        7555.82    4.41009e+29    3.82979e+17    5.75358e+18    3.82036e+17    1.38275e-06
    3.16228e+11        1122.02              0    9.53835e+06    4.41311e+31    3.82979e+17    5.75358e+18    3.82036e+17    0.000174473
          1e+12        1122.02              0    8.13339e+09    4.41342e+33    3.82979e+17    5.75358e+18    3.82036e+17      0.0148766
            100        2511.89        2511.89        2511.89     1.4611e+18    1.46727e+18    1.68502e+19     1.4611e+18        1.00591
        316.228        2511.89        2511.89        2511.89     1.4611e+18    1.46727e+18    1.68502e+19     1.4611e+18        1.00591
           1000        2511.89        2511.89        2511.89     1.4611e+18    1.46727e+18    1.68502e+19     1.4611e+18        1.00591
        3162.28        2511.89        2511.89        2511.89     1.4611e+18    1.46727e+18    1.68502e+19     1.4611e+18        1.00591
          10000        2511.89        2511.89        2511.89     1.4611e+18    1.46727e+18    1.68502e+19     1.4611e+18        1.00591
        31622.8        2511.89        2511.88        2511.89     1.4611e+18    1.46727e+18    1.68502e+19     1.4611e+18        1.00591
         100000        2511.89        2511.86        2511.89    1.46115e+18    1.46727e+18    1.68502e+19     1.4611e+18        1.00591
         316228        2511.89        2511.63        2511.89    1.46159e+18    1.46727e+18    1.68502e+19     1.4611e+18        1.00591
          1e+06        2511.89        2509.31        2511.89    1.46598e+18    1.46727e+18    1.68502e+19     1.4611e+18         1.0059
    3.16228e+06        2511.89        2485.89        2511.89    1.50938e+18    1.46727e+18    1.68502e+19     1.4611e+18        1.00587
          1e+07        2511.89        2224.53        2511.89    1.87971e+18    1.46727e+18    1.68502e+19     1.4611e+18        1.00545
    3.16228e+07        2511.89        144.743        2511.89    3.79973e+18    1.46727e+18    1.68502e+19     1.4611e+18        1.00088
          1e+08        2511.89              0        2511.89    1.07173e+19    1.46727e+18    1.68502e+19     1.4611e+18       0.969094
    3.16228e+08        2511.89              0        2511.89    3.31627e+19    1.46727e+18    1.68502e+19     1.4611e+18       0.804297
          1e+09        2511.89              0        2511.89     1.8281e+20    1.46727e+18    1.68502e+19     1.4611e+18       0.109693
    3.16228e+09        2511.89              0        2511.89    2.48478e+23    1.46727e+18    1.68502e+19     1.4611e+18    0.000747398
