 -0.2568890215920395E+00011  -0.7706670647761186E+00011  -0.2519505271920243E+00007   0.1177971889040804E+00012   0.1096905179458937E-00001 
 -0.3216618827281381E+00011  -0.9649856481844144E+00011  -0.3153179734117853E+00007   0.1369185441126843E+00012   0.1153564623402990E-00001 
 -0.4027657610415759E+00011  -0.1208297283124727E+00012  -0.3946161865030113E+00007   0.1591437813513188E+00012   0.1213182072129463E-00001 
 -0.5043181532607073E+00011  -0.1512954459782122E+00012  -0.4938485717579806E+00007   0.1849767445884283E+00012   0.1275915347552689E-00001 
